,Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
1652,FAIL01653,Smartwatch,Samsung,Model-639,30.0,Screen Crack,No,2556.98,2.4,Had to replace
1653,FAIL01654,Gaming Console,HP,Model-401,43.0,Software Crash,Yes,4497.78,4.8,Not satisfied
1654,FAIL01655,Smartwatch,OnePlus,Model-627,33.0,Battery Issue,Yes,2953.16,4.7,Not satisfied
1655,FAIL01656,Gaming Console,Samsung,Model-311,26.0,Speaker Malfunction,No,3683.08,3.1,Fixed quickly
1656,FAIL01657,Tablet,OnePlus,Model-362,55.0,Battery Issue,Yes,2650.97,3.4,Fixed quickly
1657,FAIL01658,Tablet,Dell,Model-756,14.0,Screen Crack,No,3338.51,1.7,Had to replace
1658,FAIL01659,Smartwatch,Sony,Model-866,22.0,Speaker Malfunction,No,2019.7,4.7,Very bad service
1659,FAIL01660,Tablet,HP,Model-206,44.0,Software Crash,Yes,1482.2,1.3,Very bad service
1660,FAIL01661,Tablet,OnePlus,Model-372,32.0,Software Crash,No,2566.39,2.9,Not satisfied
1661,FAIL01662,Smartphone,HP,Model-345,11.0,Battery Issue,Yes,2429.48,1.8,Not satisfied
1662,FAIL01663,Tablet,HP,Model-341,29.0,Battery Issue,No,2037.38,2.7,Very bad service
1663,FAIL01664,Laptop,Lenovo,Model-510,54.0,Screen Crack,No,3965.9,3.8,Very bad service
1664,FAIL01665,Tablet,OnePlus,Model-261,38.0,Screen Crack,Yes,3614.87,2.7,Fixed quickly
1665,FAIL01666,Gaming Console,Apple,Model-157,30.0,Speaker Malfunction,No,2556.98,2.7,Fixed quickly
1666,FAIL01667,Smartwatch,Lenovo,Model-404,10.0,Overheating,Yes,1066.92,3.6,Had to replace
1667,FAIL01668,Gaming Console,Dell,Model-715,51.0,Software Crash,Yes,123.4,3.3,Very bad service
1668,FAIL01669,Smartphone,Samsung,Model-951,52.0,Speaker Malfunction,No,4900.61,2.7,Very bad service
1669,FAIL01670,Tablet,Dell,Model-333,1.0,Overheating,Yes,1823.66,2.4,Very bad service
1670,FAIL01671,Laptop,Samsung,Model-131,30.0,Software Crash,Yes,2556.98,2.4,Fixed quickly
1671,FAIL01672,Smartphone,Apple,Model-609,39.0,Battery Issue,No,3763.36,2.7,Not satisfied
1672,FAIL01673,Smartwatch,Sony,Model-720,20.0,Speaker Malfunction,No,1108.81,3.3,Not satisfied
1674,FAIL01675,Smartwatch,Apple,Model-137,34.0,Screen Crack,No,659.88,3.4,Not satisfied
1675,FAIL01676,Smartphone,Dell,Model-889,56.0,Speaker Malfunction,No,574.19,1.9,Had to replace
1676,FAIL01677,Laptop,Apple,Model-498,31.0,Software Crash,Yes,1584.83,4.9,Very bad service
1677,FAIL01678,Smartwatch,OnePlus,Model-839,39.0,Battery Issue,No,1669.54,2.5,Fixed quickly
1678,FAIL01679,Tablet,Lenovo,Model-917,42.0,Speaker Malfunction,Yes,981.3,2.1,Very bad service
1679,FAIL01680,Gaming Console,Dell,Model-575,50.0,Overheating,Yes,2390.37,1.2,Perfect repair
1680,FAIL01681,Gaming Console,Dell,Model-419,44.0,Battery Issue,Yes,3125.9,4.4,Had to replace
1681,FAIL01682,Smartwatch,Dell,Model-136,43.0,Screen Crack,No,4640.06,3.6,Had to replace
1682,FAIL01683,Laptop,Lenovo,Model-505,55.0,Battery Issue,No,3540.1,2.2,Not satisfied
1683,FAIL01684,Smartphone,Apple,Model-959,30.0,Software Crash,No,2661.46,2.5,Perfect repair
1684,FAIL01685,Tablet,Sony,Model-429,48.0,Software Crash,No,2742.99,2.9,Very bad service
1685,FAIL01686,Smartwatch,Samsung,Model-179,39.0,Battery Issue,No,2914.78,2.7,Not satisfied
1686,FAIL01687,Tablet,Sony,Model-789,14.0,Screen Crack,No,1510.54,2.7,Had to replace
1687,FAIL01688,Laptop,Samsung,Model-369,35.0,Battery Issue,No,3750.49,3.5,Fixed quickly
1688,FAIL01689,Gaming Console,Apple,Model-406,30.0,Screen Crack,No,2556.98,3.5,Perfect repair
1689,FAIL01690,Smartphone,OnePlus,Model-966,53.0,Speaker Malfunction,No,2494.03,2.5,Fixed quickly
1690,FAIL01691,Gaming Console,Dell,Model-830,56.0,Software Crash,Yes,1147.46,1.7,Had to replace
1691,FAIL01692,Smartphone,OnePlus,Model-238,30.0,Battery Issue,Yes,2556.98,1.7,Had to replace
1692,FAIL01693,Gaming Console,Samsung,Model-490,40.0,Battery Issue,No,1069.72,2.8,Had to replace
1693,FAIL01694,Smartwatch,Samsung,Model-267,1.0,Screen Crack,Yes,1067.43,1.9,Had to replace
1694,FAIL01695,Laptop,Apple,Model-782,53.0,Overheating,No,817.66,1.9,Not satisfied
1695,FAIL01696,Gaming Console,HP,Model-928,53.0,Screen Crack,Yes,4982.29,1.4,Not satisfied
1696,FAIL01697,Laptop,Samsung,Model-261,35.0,Overheating,No,1299.4,1.6,Not satisfied
1697,FAIL01698,Gaming Console,Apple,Model-714,21.0,Battery Issue,No,4271.04,2.8,Fixed quickly
1698,FAIL01699,Tablet,OnePlus,Model-251,17.0,Software Crash,No,270.12,3.7,Perfect repair
1699,FAIL01700,Gaming Console,Sony,Model-317,14.0,Speaker Malfunction,No,3566.2,2.8,Perfect repair
1700,FAIL01701,Smartphone,HP,Model-977,10.0,Software Crash,Yes,248.53,3.9,Perfect repair
1702,FAIL01703,Smartwatch,Dell,Model-524,1.0,Speaker Malfunction,Yes,1404.59,3.6,Fixed quickly
1703,FAIL01704,Smartwatch,Dell,Model-295,12.0,Battery Issue,No,437.0,1.1,Fixed quickly
1704,FAIL01705,Smartwatch,Samsung,Model-585,15.0,Screen Crack,Yes,1444.25,3.2,Had to replace
1705,FAIL01706,Laptop,Sony,Model-183,15.0,Software Crash,No,710.12,2.2,Had to replace
1706,FAIL01707,Smartwatch,HP,Model-328,42.0,Screen Crack,Yes,1178.15,4.5,Perfect repair
1707,FAIL01708,Gaming Console,Lenovo,Model-358,33.0,Software Crash,No,3467.47,4.6,Perfect repair
1708,FAIL01709,Tablet,Sony,Model-839,6.0,Battery Issue,Yes,4182.05,2.7,Fixed quickly
1709,FAIL01710,Smartphone,Apple,Model-214,46.0,Screen Crack,Yes,2247.63,4.0,Not satisfied
1710,FAIL01711,Smartwatch,OnePlus,Model-871,30.0,Speaker Malfunction,No,2143.92,2.5,Not satisfied
1711,FAIL01712,Smartphone,OnePlus,Model-477,54.0,Battery Issue,No,2363.55,2.9,Perfect repair
1712,FAIL01713,Laptop,Sony,Model-292,28.0,Speaker Malfunction,Yes,2408.07,4.9,Fixed quickly
1713,FAIL01714,Laptop,Samsung,Model-699,42.0,Software Crash,Yes,1250.94,1.7,Fixed quickly
1714,FAIL01715,Smartphone,Lenovo,Model-822,30.0,Software Crash,Yes,2556.98,1.7,Fixed quickly
1715,FAIL01716,Gaming Console,Sony,Model-679,17.0,Speaker Malfunction,Yes,3374.58,3.6,Not satisfied
1716,FAIL01717,Smartphone,OnePlus,Model-450,33.0,Software Crash,No,3891.21,4.4,Very bad service
1717,FAIL01718,Tablet,Apple,Model-295,21.0,Software Crash,No,2267.36,1.6,Very bad service
1718,FAIL01719,Smartwatch,HP,Model-951,50.0,Speaker Malfunction,No,3828.08,4.6,Fixed quickly
1719,FAIL01720,Gaming Console,Dell,Model-539,51.0,Screen Crack,Yes,3448.58,3.7,Very bad service
1720,FAIL01721,Smartphone,OnePlus,Model-849,23.0,Screen Crack,No,4152.86,5.0,Perfect repair
1721,FAIL01722,Tablet,Apple,Model-519,30.0,Battery Issue,Yes,2556.98,5.0,Perfect repair
1722,FAIL01723,Smartphone,Apple,Model-166,30.0,Speaker Malfunction,No,2556.98,5.0,Not satisfied
1723,FAIL01724,Smartwatch,Lenovo,Model-703,28.0,Battery Issue,No,2889.08,1.8,Fixed quickly
1724,FAIL01725,Laptop,OnePlus,Model-153,28.0,Overheating,No,1956.35,2.6,Very bad service
1725,FAIL01726,Smartphone,Dell,Model-512,17.0,Software Crash,No,4032.83,4.1,Had to replace
1726,FAIL01727,Tablet,Sony,Model-437,30.0,Speaker Malfunction,Yes,2556.98,4.1,Fixed quickly
1727,FAIL01728,Smartphone,Samsung,Model-301,14.0,Overheating,Yes,1327.8,4.8,Perfect repair
1728,FAIL01729,Smartwatch,HP,Model-303,16.0,Speaker Malfunction,Yes,2160.69,4.0,Perfect repair
1729,FAIL01730,Tablet,Lenovo,Model-988,25.0,Speaker Malfunction,No,4479.67,1.9,Not satisfied
1730,FAIL01731,Laptop,Sony,Model-432,3.0,Software Crash,Yes,750.24,4.7,Perfect repair
1731,FAIL01732,Smartwatch,Dell,Model-200,5.0,Speaker Malfunction,No,3902.28,1.9,Perfect repair
1732,FAIL01733,Smartphone,OnePlus,Model-289,6.0,Overheating,Yes,4944.1,3.2,Fixed quickly
1733,FAIL01734,Gaming Console,Samsung,Model-314,31.0,Overheating,No,3775.51,3.4,Fixed quickly
1734,FAIL01735,Smartphone,HP,Model-644,55.0,Screen Crack,Yes,2796.29,2.5,Very bad service
1735,FAIL01736,Laptop,Samsung,Model-933,4.0,Software Crash,No,2835.74,2.1,Fixed quickly
1736,FAIL01737,Smartphone,Dell,Model-897,55.0,Speaker Malfunction,Yes,904.72,1.2,Not satisfied
1737,FAIL01738,Gaming Console,Samsung,Model-518,3.0,Battery Issue,No,2251.55,4.4,Not satisfied
1738,FAIL01739,Laptop,HP,Model-385,4.0,Battery Issue,Yes,2698.2,1.7,Perfect repair
1739,FAIL01740,Laptop,Sony,Model-119,30.0,Software Crash,Yes,2556.98,1.7,Perfect repair
1740,FAIL01741,Smartphone,Dell,Model-573,35.0,Speaker Malfunction,Yes,646.88,4.3,Had to replace
1741,FAIL01742,Smartwatch,Lenovo,Model-406,30.0,Software Crash,No,2556.98,4.3,Perfect repair
1742,FAIL01743,Laptop,Samsung,Model-965,30.0,Software Crash,No,2556.98,4.3,Fixed quickly
1743,FAIL01744,Tablet,Dell,Model-145,44.0,Screen Crack,No,2655.58,3.3,Fixed quickly
1744,FAIL01745,Laptop,Lenovo,Model-921,10.0,Screen Crack,No,887.07,4.2,Not satisfied
1745,FAIL01746,Tablet,Lenovo,Model-724,55.0,Battery Issue,Yes,1466.16,3.6,Fixed quickly
1746,FAIL01747,Smartwatch,HP,Model-315,5.0,Battery Issue,No,1776.0,2.5,Not satisfied
1747,FAIL01748,Gaming Console,HP,Model-500,14.0,Overheating,Yes,3379.98,4.4,Not satisfied
1748,FAIL01749,Tablet,Sony,Model-349,34.0,Overheating,No,1733.32,3.6,Had to replace
1749,FAIL01750,Tablet,Lenovo,Model-197,55.0,Screen Crack,No,3518.38,2.8,Very bad service
1750,FAIL01751,Gaming Console,Lenovo,Model-593,2.0,Overheating,Yes,839.91,2.5,Very bad service
1751,FAIL01752,Laptop,HP,Model-854,15.0,Software Crash,Yes,1489.96,3.4,Perfect repair
1752,FAIL01753,Tablet,Sony,Model-183,34.0,Overheating,No,2173.2,1.1,Very bad service
1753,FAIL01754,Tablet,OnePlus,Model-328,4.0,Overheating,Yes,1401.27,4.0,Very bad service
1754,FAIL01755,Gaming Console,Apple,Model-919,30.0,Software Crash,Yes,2556.98,4.0,Had to replace
1755,FAIL01756,Laptop,Sony,Model-617,12.0,Screen Crack,No,4864.33,2.9,Fixed quickly
1756,FAIL01757,Smartphone,Samsung,Model-363,13.0,Battery Issue,Yes,3316.33,2.5,Fixed quickly
1757,FAIL01758,Tablet,OnePlus,Model-318,30.0,Screen Crack,No,2556.98,2.5,Fixed quickly
1758,FAIL01759,Smartwatch,Apple,Model-275,4.0,Battery Issue,Yes,1016.16,1.6,Not satisfied
1759,FAIL01760,Gaming Console,HP,Model-997,30.0,Software Crash,Yes,2556.98,1.6,Perfect repair
1760,FAIL01761,Tablet,Lenovo,Model-236,44.0,Screen Crack,No,1836.37,1.1,Had to replace
1761,FAIL01762,Laptop,Samsung,Model-314,56.0,Battery Issue,No,2595.9,4.6,Perfect repair
1762,FAIL01763,Smartwatch,Samsung,Model-571,6.0,Speaker Malfunction,Yes,4018.49,4.8,Very bad service
1763,FAIL01764,Smartphone,OnePlus,Model-441,7.0,Screen Crack,No,667.3,3.9,Very bad service
1764,FAIL01765,Smartwatch,Samsung,Model-625,18.0,Overheating,No,3241.74,4.0,Not satisfied
1765,FAIL01766,Tablet,HP,Model-760,50.0,Battery Issue,No,2500.02,2.5,Not satisfied
1766,FAIL01767,Smartwatch,HP,Model-559,38.0,Speaker Malfunction,Yes,1206.25,4.5,Perfect repair
1767,FAIL01768,Smartphone,Lenovo,Model-472,30.0,Battery Issue,Yes,2556.98,4.5,Perfect repair
1768,FAIL01769,Laptop,Samsung,Model-481,30.0,Screen Crack,No,238.74,3.3,Had to replace
1769,FAIL01770,Smartphone,OnePlus,Model-266,22.0,Speaker Malfunction,Yes,4908.63,4.0,Had to replace
1770,FAIL01771,Smartphone,Apple,Model-199,14.0,Overheating,Yes,726.29,3.3,Had to replace
1771,FAIL01772,Gaming Console,Samsung,Model-324,36.0,Speaker Malfunction,Yes,3757.2,3.0,Had to replace
1772,FAIL01773,Gaming Console,OnePlus,Model-537,52.0,Battery Issue,Yes,2247.56,1.9,Fixed quickly
1773,FAIL01774,Smartphone,HP,Model-794,12.0,Speaker Malfunction,No,2393.65,3.6,Perfect repair
1774,FAIL01775,Smartwatch,HP,Model-762,48.0,Battery Issue,Yes,3000.98,4.0,Perfect repair
1775,FAIL01776,Smartwatch,Sony,Model-270,46.0,Software Crash,No,4567.73,3.3,Very bad service
1776,FAIL01777,Smartphone,Dell,Model-861,8.0,Battery Issue,Yes,2847.13,4.3,Fixed quickly
1777,FAIL01778,Smartwatch,Apple,Model-213,25.0,Overheating,Yes,4033.95,3.4,Very bad service
1778,FAIL01779,Laptop,Sony,Model-602,59.0,Battery Issue,No,4225.41,4.0,Very bad service
1779,FAIL01780,Smartwatch,Dell,Model-605,42.0,Screen Crack,No,3282.05,4.7,Very bad service
1780,FAIL01781,Smartwatch,OnePlus,Model-670,11.0,Screen Crack,No,3229.05,2.1,Not satisfied
1781,FAIL01782,Smartphone,HP,Model-917,55.0,Overheating,Yes,4327.49,2.8,Very bad service
1782,FAIL01783,Smartwatch,Dell,Model-826,25.0,Overheating,Yes,350.76,4.6,Fixed quickly
1783,FAIL01784,Smartwatch,HP,Model-277,16.0,Software Crash,Yes,3220.97,2.9,Perfect repair
1784,FAIL01785,Gaming Console,Samsung,Model-343,17.0,Screen Crack,No,2654.09,1.0,Perfect repair
1785,FAIL01786,Gaming Console,Apple,Model-417,54.0,Screen Crack,Yes,1402.63,1.2,Perfect repair
1786,FAIL01787,Smartwatch,HP,Model-177,42.0,Speaker Malfunction,Yes,3930.09,1.4,Not satisfied
1787,FAIL01788,Smartwatch,HP,Model-812,28.0,Screen Crack,No,1555.61,2.6,Had to replace
1788,FAIL01789,Smartphone,HP,Model-537,4.0,Screen Crack,Yes,3918.3,2.5,Very bad service
1789,FAIL01790,Laptop,OnePlus,Model-910,48.0,Speaker Malfunction,No,4571.16,3.5,Had to replace
1790,FAIL01791,Gaming Console,Dell,Model-859,34.0,Software Crash,Yes,2903.83,1.8,Perfect repair
1791,FAIL01792,Tablet,HP,Model-993,26.0,Overheating,No,4038.07,2.7,Not satisfied
1792,FAIL01793,Smartwatch,Samsung,Model-638,30.0,Software Crash,Yes,2556.98,2.7,Not satisfied
1793,FAIL01794,Tablet,Sony,Model-530,50.0,Overheating,Yes,866.48,5.0,Perfect repair
1794,FAIL01795,Smartphone,Sony,Model-435,6.0,Overheating,No,2879.96,2.9,Not satisfied
1795,FAIL01796,Tablet,OnePlus,Model-636,52.0,Speaker Malfunction,Yes,2187.78,1.0,Not satisfied
1796,FAIL01797,Laptop,Sony,Model-895,30.0,Overheating,No,2556.98,1.0,Fixed quickly
1797,FAIL01798,Laptop,Lenovo,Model-291,58.0,Battery Issue,No,724.83,3.1,Fixed quickly
1799,FAIL01800,Gaming Console,OnePlus,Model-514,8.0,Battery Issue,No,629.74,2.3,Fixed quickly
1800,FAIL01801,Smartwatch,Samsung,Model-442,4.0,Battery Issue,Yes,1528.05,3.9,Perfect repair
1801,FAIL01802,Tablet,Dell,Model-942,11.0,Speaker Malfunction,No,2414.33,2.3,Fixed quickly
1802,FAIL01803,Smartphone,Apple,Model-913,34.0,Speaker Malfunction,Yes,3741.01,4.9,Perfect repair
1803,FAIL01804,Laptop,Dell,Model-205,2.0,Battery Issue,Yes,3177.12,1.4,Very bad service
1804,FAIL01805,Laptop,OnePlus,Model-901,19.0,Screen Crack,No,452.72,1.3,Very bad service
1805,FAIL01806,Smartphone,Lenovo,Model-367,55.0,Overheating,No,322.29,4.7,Had to replace
1806,FAIL01807,Smartphone,HP,Model-446,39.0,Software Crash,Yes,2898.16,2.7,Had to replace
1807,FAIL01808,Smartphone,Samsung,Model-382,55.0,Battery Issue,Yes,159.49,2.9,Had to replace
1808,FAIL01809,Tablet,Apple,Model-537,3.0,Battery Issue,Yes,2860.51,1.4,Had to replace
1809,FAIL01810,Laptop,HP,Model-347,30.0,Screen Crack,No,2556.98,1.4,Fixed quickly
1810,FAIL01811,Smartphone,Samsung,Model-207,31.0,Speaker Malfunction,Yes,1031.21,3.3,Perfect repair
1811,FAIL01812,Smartwatch,Dell,Model-400,48.0,Screen Crack,Yes,977.9,1.4,Had to replace
1812,FAIL01813,Smartphone,Samsung,Model-300,39.0,Battery Issue,Yes,3895.65,3.8,Perfect repair
1813,FAIL01814,Smartphone,Samsung,Model-555,46.0,Screen Crack,No,2422.35,3.6,Perfect repair
1814,FAIL01815,Tablet,Dell,Model-404,12.0,Overheating,No,1146.19,3.3,Perfect repair
1815,FAIL01816,Gaming Console,Sony,Model-603,12.0,Software Crash,Yes,408.8,2.5,Had to replace
1816,FAIL01817,Laptop,Apple,Model-112,57.0,Screen Crack,No,2276.21,2.5,Had to replace
1817,FAIL01818,Smartphone,Lenovo,Model-780,9.0,Battery Issue,No,2691.36,4.5,Had to replace
1818,FAIL01819,Tablet,Dell,Model-351,39.0,Overheating,No,3007.19,1.1,Had to replace
1819,FAIL01820,Gaming Console,Apple,Model-548,32.0,Overheating,No,526.74,4.0,Had to replace
1820,FAIL01821,Gaming Console,HP,Model-991,5.0,Screen Crack,No,1934.03,1.8,Had to replace
1821,FAIL01822,Gaming Console,Lenovo,Model-540,8.0,Battery Issue,No,1789.25,4.1,Had to replace
1822,FAIL01823,Smartphone,HP,Model-164,30.0,Software Crash,Yes,2556.98,4.1,Fixed quickly
1823,FAIL01824,Smartphone,Sony,Model-525,32.0,Screen Crack,No,4453.96,2.4,Had to replace
1824,FAIL01825,Tablet,Sony,Model-154,51.0,Speaker Malfunction,Yes,1876.78,2.1,Had to replace
1825,FAIL01826,Laptop,Lenovo,Model-645,22.0,Overheating,Yes,3223.04,2.9,Perfect repair
1826,FAIL01827,Tablet,Dell,Model-359,24.0,Speaker Malfunction,Yes,4423.27,3.8,Perfect repair
1827,FAIL01828,Gaming Console,Dell,Model-802,30.0,Overheating,No,2556.98,3.8,Perfect repair
1828,FAIL01829,Smartwatch,Apple,Model-416,27.0,Screen Crack,No,3733.21,3.6,Fixed quickly
1829,FAIL01830,Laptop,Lenovo,Model-242,41.0,Overheating,No,3288.6,4.7,Not satisfied
1830,FAIL01831,Tablet,Dell,Model-923,50.0,Battery Issue,No,4559.48,3.5,Had to replace
1831,FAIL01832,Laptop,Sony,Model-714,17.0,Speaker Malfunction,Yes,2327.48,3.3,Had to replace
1833,FAIL01834,Gaming Console,Lenovo,Model-825,59.0,Battery Issue,No,2379.26,2.3,Perfect repair
1834,FAIL01835,Tablet,Sony,Model-497,44.0,Battery Issue,No,420.72,3.1,Perfect repair
1835,FAIL01836,Laptop,Sony,Model-824,30.0,Battery Issue,No,2556.98,3.1,Not satisfied
1837,FAIL01838,Smartphone,OnePlus,Model-841,54.0,Battery Issue,No,4834.82,2.3,Fixed quickly
1838,FAIL01839,Gaming Console,Dell,Model-363,38.0,Battery Issue,No,102.72,4.1,Had to replace
1839,FAIL01840,Tablet,OnePlus,Model-765,45.0,Overheating,No,3552.86,1.5,Fixed quickly
1840,FAIL01841,Gaming Console,Dell,Model-401,48.0,Screen Crack,Yes,610.18,3.9,Had to replace
1841,FAIL01842,Smartphone,Lenovo,Model-727,30.0,Overheating,No,2566.56,2.8,Not satisfied
1842,FAIL01843,Smartwatch,Apple,Model-173,36.0,Screen Crack,Yes,694.73,2.7,Not satisfied
1843,FAIL01844,Gaming Console,Apple,Model-589,30.0,Screen Crack,No,2556.98,2.7,Not satisfied
1844,FAIL01845,Smartphone,Lenovo,Model-981,30.0,Battery Issue,No,2556.98,2.7,Very bad service
1845,FAIL01846,Smartwatch,Samsung,Model-496,19.0,Software Crash,Yes,434.46,4.7,Not satisfied
1846,FAIL01847,Gaming Console,Apple,Model-499,18.0,Speaker Malfunction,No,817.86,1.0,Perfect repair
1847,FAIL01848,Smartwatch,Dell,Model-990,44.0,Software Crash,No,3598.39,1.6,Had to replace
1848,FAIL01849,Tablet,Dell,Model-256,20.0,Battery Issue,No,3362.81,4.1,Fixed quickly
1849,FAIL01850,Laptop,Sony,Model-536,10.0,Screen Crack,No,1521.17,2.6,Very bad service
1850,FAIL01851,Smartwatch,Sony,Model-467,11.0,Overheating,No,993.89,1.6,Very bad service
1851,FAIL01852,Laptop,Samsung,Model-885,40.0,Battery Issue,No,3412.4,1.7,Not satisfied
1852,FAIL01853,Tablet,Lenovo,Model-640,47.0,Screen Crack,Yes,2731.07,1.5,Not satisfied
1854,FAIL01855,Laptop,HP,Model-762,30.0,Battery Issue,No,2556.98,1.5,Very bad service
1855,FAIL01856,Smartwatch,Samsung,Model-436,52.0,Screen Crack,Yes,1953.35,3.0,Very bad service
1856,FAIL01857,Smartphone,OnePlus,Model-200,38.0,Software Crash,No,3464.24,2.1,Perfect repair
1857,FAIL01858,Smartwatch,Apple,Model-770,17.0,Software Crash,No,4430.32,3.1,Perfect repair
1858,FAIL01859,Smartwatch,Dell,Model-262,49.0,Speaker Malfunction,Yes,4771.58,2.5,Very bad service
1859,FAIL01860,Gaming Console,Samsung,Model-987,23.0,Battery Issue,No,4490.93,4.3,Very bad service
1861,FAIL01862,Tablet,Lenovo,Model-320,7.0,Screen Crack,Yes,1125.47,4.3,Very bad service
1862,FAIL01863,Tablet,Apple,Model-455,51.0,Software Crash,No,4643.06,1.9,Not satisfied
1863,FAIL01864,Tablet,Dell,Model-126,30.0,Overheating,Yes,2556.98,1.9,Very bad service
1864,FAIL01865,Laptop,Apple,Model-735,42.0,Overheating,No,130.8,2.1,Not satisfied
1865,FAIL01866,Tablet,Dell,Model-377,56.0,Overheating,No,4563.79,2.0,Very bad service
1866,FAIL01867,Tablet,Lenovo,Model-429,30.0,Overheating,No,2556.98,2.0,Had to replace
1867,FAIL01868,Gaming Console,Dell,Model-916,8.0,Screen Crack,Yes,2309.61,2.6,Fixed quickly
1868,FAIL01869,Smartwatch,Sony,Model-425,58.0,Software Crash,Yes,3992.68,3.8,Perfect repair
1869,FAIL01870,Tablet,HP,Model-731,55.0,Overheating,Yes,4753.91,3.0,Fixed quickly
1870,FAIL01871,Tablet,Sony,Model-570,4.0,Overheating,No,1613.74,4.9,Not satisfied
1871,FAIL01872,Smartwatch,OnePlus,Model-768,53.0,Speaker Malfunction,No,2404.88,2.1,Not satisfied
1872,FAIL01873,Gaming Console,Samsung,Model-322,54.0,Battery Issue,Yes,784.78,3.8,Perfect repair
1873,FAIL01874,Gaming Console,OnePlus,Model-249,30.0,Speaker Malfunction,Yes,2556.98,3.8,Fixed quickly
1874,FAIL01875,Smartwatch,Samsung,Model-486,2.0,Screen Crack,No,4432.2,2.4,Fixed quickly
1876,FAIL01877,Gaming Console,Apple,Model-519,51.0,Battery Issue,Yes,4716.1,2.0,Fixed quickly
1877,FAIL01878,Smartphone,Apple,Model-244,51.0,Overheating,No,2837.73,4.7,Not satisfied
1878,FAIL01879,Laptop,Sony,Model-869,36.0,Battery Issue,No,3548.41,2.5,Very bad service
1879,FAIL01880,Smartwatch,Dell,Model-219,16.0,Screen Crack,Yes,2025.22,2.1,Fixed quickly
1880,FAIL01881,Laptop,HP,Model-569,49.0,Speaker Malfunction,Yes,1247.46,3.4,Fixed quickly
1881,FAIL01882,Smartwatch,Samsung,Model-269,21.0,Overheating,No,2463.35,1.7,Not satisfied
1882,FAIL01883,Smartphone,Lenovo,Model-594,40.0,Software Crash,Yes,1595.43,3.9,Had to replace
1883,FAIL01884,Smartwatch,Samsung,Model-425,8.0,Speaker Malfunction,No,2648.43,2.6,Not satisfied
1884,FAIL01885,Smartwatch,OnePlus,Model-123,7.0,Overheating,Yes,592.44,3.1,Not satisfied
1885,FAIL01886,Smartwatch,Apple,Model-827,30.0,Overheating,No,2556.98,3.1,Perfect repair
1886,FAIL01887,Smartphone,Sony,Model-499,4.0,Battery Issue,Yes,1443.2,1.6,Not satisfied
1887,FAIL01888,Gaming Console,Lenovo,Model-468,25.0,Overheating,Yes,3208.17,3.3,Fixed quickly
1888,FAIL01889,Tablet,Apple,Model-604,59.0,Overheating,No,3274.31,1.1,Fixed quickly
1889,FAIL01890,Laptop,Sony,Model-519,6.0,Battery Issue,No,1326.26,2.6,Not satisfied
1890,FAIL01891,Laptop,Dell,Model-389,18.0,Speaker Malfunction,Yes,4984.13,4.4,Fixed quickly
1891,FAIL01892,Laptop,Apple,Model-150,43.0,Software Crash,No,2469.84,3.9,Not satisfied
1892,FAIL01893,Tablet,OnePlus,Model-234,15.0,Software Crash,No,3798.62,4.1,Perfect repair
1893,FAIL01894,Gaming Console,Dell,Model-972,21.0,Software Crash,Yes,254.26,2.7,Perfect repair
1894,FAIL01895,Smartphone,Samsung,Model-666,16.0,Screen Crack,No,1227.76,2.9,Fixed quickly
1895,FAIL01896,Smartwatch,Samsung,Model-735,55.0,Speaker Malfunction,No,617.3,4.4,Very bad service
1896,FAIL01897,Smartwatch,Samsung,Model-276,44.0,Battery Issue,No,1804.0,3.0,Had to replace
1897,FAIL01898,Gaming Console,Dell,Model-345,24.0,Software Crash,Yes,3745.49,3.4,Had to replace
1898,FAIL01899,Smartphone,Apple,Model-633,11.0,Overheating,No,790.89,4.4,Very bad service
1899,FAIL01900,Smartwatch,Sony,Model-658,7.0,Overheating,No,2125.45,4.3,Very bad service
1900,FAIL01901,Smartphone,Sony,Model-248,42.0,Overheating,Yes,1060.49,2.0,Perfect repair
1901,FAIL01902,Gaming Console,OnePlus,Model-180,3.0,Overheating,Yes,1211.45,3.4,Perfect repair
1902,FAIL01903,Gaming Console,Lenovo,Model-728,37.0,Battery Issue,Yes,339.23,1.8,Perfect repair
